Ti,Nb,Zr,Sn,Modulus,Ms,e/a ratio,Bo,Md,Mo eq.,Bo + Md,Yield Strength (MPa),Hardness (HV),Elongation (%),Corrosion Resistance,Inferred_Phase,Fabrication Method,Heat Treatment,Cooling Rate
74,15,6,5,68.73980696,599.1081368,4.088940647,2.816443809,2.454548243,8.52,5.270992052,645,408,8.53586569,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
73,15,6,6,64.57157704,555.8963453,4.089555713,2.814257693,2.452979064,8.82,5.267236757,657,364,9.731727842,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
72,15,6,7,60.12083751,511.0102675,4.090179346,2.81204113,2.451388031,9.12,5.263429161,669,445,9.481514579,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
71,15,6,8,55.81751868,464.5420834,4.090811725,2.80979348,2.449774684,9.42,5.259568164,681,438,9.50624865,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
70,15,6,9,52.0627949,416.707779,4.091453035,2.807514084,2.448138551,9.72,5.255652635,693,429,8.949602833,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
69,15,6,10,49.13037952,367.8790324,4.092103468,2.805202265,2.446479144,10.02,5.251681409,705,450,10.57311539,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
68,15,6,11,47.12710792,318.6046563,4.092763219,2.802857327,2.444795964,10.32,5.247653291,717,463,9.521197744,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
67,15,6,12,46.01623545,269.6137129,4.093432491,2.800478552,2.443088496,10.62,5.243567048,729,460,11.8697823,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
74,15,7,4,69.93341637,617.3802359,4.08881646,2.820541279,2.45908244,8.69,5.279623718,643,451,12.34153364,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
73,15,7,5,65.94375767,574.4237476,4.089429804,2.818386532,2.457546779,8.99,5.275933311,655,438,5.701323006,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
72,15,7,6,61.52695737,529.8132725,4.090051679,2.816201818,2.455989762,9.29,5.27219158,667,412,13.5012176,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
71,15,7,7,57.09492394,483.6510803,4.090682262,2.813986508,2.454410938,9.59,5.268397446,679,435,10.61525917,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
70,15,7,8,53.07337843,436.1653421,4.091321739,2.811739953,2.452809848,9.89,5.2645498,691,464,5.42780145,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
69,15,7,9,49.79119649,387.7411065,4.091970299,2.809461488,2.451186015,10.19,5.260647504,703,449,5.63200981,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
68,15,7,10,47.41633609,338.9402665,4.092628137,2.80715043,2.449538953,10.49,5.256689383,715,497,14.44741625,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
67,15,7,11,45.95872229,290.5027701,4.093295453,2.804806072,2.447868159,10.79,5.252674231,727,422,11.47417993,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
66,15,7,12,45.31863216,243.3231047,4.093972455,2.80242769,2.446173117,11.09,5.248600808,739,463,12.0761992,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
73,15,8,4,67.28150321,594.2668483,4.089304249,2.822503778,2.462101669,9.16,5.284605447,653,352,9.920428487,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
72,15,8,5,62.95739397,549.9457821,4.089924373,2.820350743,2.460578481,9.46,5.280929224,665,439,7.447362019,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
71,15,8,6,58.45687785,504.1034202,4.090553168,2.818167597,2.459033992,9.76,5.277201589,677,438,10.16079396,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
70,15,8,7,54.21494425,456.9798266,4.091190819,2.815953705,2.457467751,10.06,5.273421456,689,369,8.207572566,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
69,15,8,8,50.60713195,408.9729358,4.091837515,2.813708413,2.455879295,10.36,5.269587708,701,410,11.13879975,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
68,15,8,9,47.86339803,360.6570234,4.092493448,2.811431047,2.454268149,10.66,5.265699196,713,491,11.70584502,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
67,15,8,10,46.04727609,312.7820252,4.093158818,2.809120916,2.452633823,10.96,5.261754739,725,396,7.533425573,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
66,15,8,11,45.09192639,266.2480704,4.09383383,2.806777308,2.450975812,11.26,5.25775312,737,392,14.7044575,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
65,15,8,12,44.85878463,222.0540217,4.094518696,2.804399489,2.449293599,11.56,5.253693088,749,354,8.914324616,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
72,15,9,4,64.38862803,571.4438362,4.089797426,2.824487953,2.465154245,9.63,5.289642197,663,352,9.106111827,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
71,15,9,5,59.88131492,525.9311727,4.090424441,2.822336799,2.463643901,9.93,5.2859807,675,372,9.82612167,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
70,15,9,6,55.47200441,479.1788983,4.091060274,2.820155393,2.462112318,10.23,5.282267711,687,376,11.84302762,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
69,15,9,7,51.57122024,431.5972974,4.091705113,2.817943092,2.460559042,10.53,5.278502134,699,350,7.117408926,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
68,15,9,8,48.46851027,383.7722836,4.092359149,2.815699234,2.458983611,10.83,5.274682846,711,405,12.8095091,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
67,15,9,9,46.28636545,336.4628507,4.093022582,2.813423141,2.457385547,11.13,5.270808688,723,463,8.602931725,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
66,15,9,10,44.99897381,290.5737218,4.093695614,2.811114112,2.455764358,11.43,5.26687847,735,442,14.68532058,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
65,15,9,11,44.48699316,247.1024374,4.094378457,2.808771427,2.45411954,11.73,5.262890967,747,398,14.93189234,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
64,15,9,12,44.59419121,207.0661686,4.095071325,2.806394345,2.45245057,12.03,5.258844915,759,351,8.085421797,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
71,15,10,4,61.34490476,549.1552598,4.09029608,2.826494164,2.468240723,10.1,5.294734887,673,431,12.89151355,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
70,15,10,5,56.82622529,502.7784723,4.090930103,2.824345068,2.466743606,10.4,5.291088674,685,459,5.896503614,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
69,15,10,6,52.67339279,455.6246133,4.091573092,2.822165578,2.465225316,10.7,5.287390893,697,469,7.262283726,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
68,15,10,7,49.22958589,408.2904525,4.09222524,2.819955045,2.4636854,11,5.283640445,709,486,7.673098653,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
67,15,10,8,46.67929032,361.5430908,4.092886743,2.817712801,2.462123394,11.3,5.279836195,721,458,13.41934471,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
66,15,10,9,45.04546179,316.2907994,4.093557805,2.815438158,2.460538818,11.6,5.275976977,733,479,6.985337413,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
65,15,10,10,44.23566845,273.5287654,4.094238633,2.813130411,2.458931181,11.9,5.272061591,745,388,6.751403411,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
64,15,10,11,44.10136148,234.2654272,4.094929442,2.810788829,2.457299973,12.2,5.268088803,757,386,7.734756482,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
63,15,10,12,44.48489537,199.4405245,4.095630454,2.808412665,2.455644675,12.5,5.26405734,769,378,12.20059901,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
70,15,11,4,58.25686249,527.7810447,4.090800303,2.828522782,2.471361672,10.57,5.299884453,683,424,6.654939072,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
69,15,11,5,53.90041168,481.0513519,4.091441452,2.826375924,2.469878173,10.87,5.296254097,695,482,6.746869088,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
68,15,11,6,50.14186136,434.2014705,4.092091719,2.824198532,2.468373575,11.17,5.292572107,707,460,7.424658573,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
67,15,11,7,47.22777413,388.0056486,4.092751301,2.82198995,2.466847424,11.47,5.288837375,719,458,12.45435662,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
66,15,11,8,45.23654519,343.3746747,4.0934204,2.819749504,2.465299254,11.77,5.285048758,731,390,12.57637514,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
65,15,11,9,44.11081172,301.3003948,4.094099222,2.817476498,2.463728586,12.07,5.281205083,743,395,14.48180192,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
64,15,11,10,43.71596025,262.7816874,4.094787982,2.815170217,2.462134924,12.37,5.277305141,755,462,6.379960186,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
63,15,11,11,43.89346731,228.7431903,4.095486899,2.812829925,2.46051776,12.67,5.273347686,767,443,11.51092085,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
62,15,11,12,44.49527263,199.9605552,4.096196199,2.810454866,2.458876572,12.97,5.269331437,779,498,5.46621483,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
69,15,12,4,55.23597689,507.8586033,4.091310189,2.830574182,2.474517672,11.04,5.305091854,693,437,11.48648525,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
68,15,12,5,51.19759982,461.479505,4.091958584,2.82842975,2.473048194,11.34,5.301477944,705,416,13.74910501,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
67,15,12,6,47.93153934,415.8173109,4.092616254,2.826254645,2.471557698,11.64,5.297812343,717,402,8.341074327,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
66,15,12,7,45.57650473,371.7843264,4.093283398,2.824048204,2.470045728,11.94,5.294093932,729,445,13.25790381,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
65,15,12,8,44.11837823,330.368125,4.093960224,2.821809745,2.468511818,12.24,5.290321563,741,496,9.110115728,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
64,15,12,9,43.4436711,292.5572814,4.094646943,2.819538566,2.466955486,12.54,5.286494052,753,458,10.67843969,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
63,15,12,10,43.39745274,259.2608612,4.095343774,2.817233944,2.465376237,12.84,5.282610181,765,429,14.02715644,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
62,15,12,11,43.825207,231.235295,4.096050941,2.814895135,2.463773562,13.14,5.278668697,777,461,8.950310828,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
61,15,12,12,44.59484518,209.0306482,4.096768678,2.812521373,2.462146935,13.44,5.274668308,789,354,9.767546953,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
76,16,4,4,73.79767338,663.0707856,4.093723931,2.816726964,2.450102475,7.56,5.266829438,628,438,5.273387958,No,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
75,16,4,5,70.86415087,623.3989856,4.094364192,2.814569372,2.448522012,7.86,5.263091384,640,412,5.974382765,No,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
74,16,4,6,67.15830809,582.1242094,4.095013261,2.812382099,2.446919807,8.16,5.259301906,652,359,8.951591734,No,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
73,16,4,7,62.92758279,539.1701626,4.095671322,2.810164528,2.445295408,8.46,5.255459936,664,474,10.27621657,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
72,16,4,8,58.55717215,494.5002798,4.096338561,2.807916025,2.443648352,8.76,5.251564377,676,365,5.282241827,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
71,16,4,9,54.48277788,448.1482938,4.097015173,2.805635938,2.44197816,9.06,5.247614098,688,429,13.34723689,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
70,16,4,10,51.07561117,400.2533697,4.097701356,2.803323597,2.440284341,9.36,5.243607939,700,485,11.9828287,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
69,16,4,11,48.55840943,351.095515,4.098397314,2.800978314,2.438566392,9.66,5.239544705,712,393,14.49964427,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
68,16,4,12,46.98741525,301.1247316,4.099103259,2.798599378,2.436823792,9.96,5.235423169,724,372,9.373490695,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
75,16,5,4,71.83141058,638.9493361,4.094233135,2.818647628,2.453040436,8.03,5.271688065,638,420,7.238907398,No,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
74,16,5,5,68.36971421,597.8830977,4.094880396,2.816491426,2.451471508,8.33,5.267962934,650,439,14.0553725,No,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
73,16,5,6,64.27063533,555.1466783,4.095536611,2.814305399,2.449880877,8.63,5.264186276,662,442,8.763989387,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
72,16,5,7,59.87662229,510.7100977,4.096201966,2.812088922,2.448268091,8.93,5.260357013,674,427,6.813840059,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
71,16,5,8,55.61869653,464.6163246,4.096876654,2.809841357,2.446632683,9.23,5.256474039,686,359,12.64254338,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
70,16,5,9,51.90469024,417.0163269,4.097560872,2.807562043,2.444974174,9.53,5.252536217,698,352,13.01978856,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
69,16,5,10,49.01748299,368.203895,4.098254823,2.805250303,2.443292071,9.83,5.248542374,710,396,6.918961499,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
68,16,5,11,47.07182861,318.6436081,4.098958718,2.802905442,2.441585867,10.13,5.244491308,722,354,9.20441823,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
67,16,5,12,46.0354547,268.9839395,4.09967277,2.80052674,2.43985504,10.43,5.24038178,734,444,6.750503055,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
74,16,6,4,69.51872609,614.8335607,4.094747902,2.820589277,2.456010496,8.5,5.276599773,648,371,13.53776655,No,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
73,16,6,5,65.60060255,572.3329126,4.095402279,2.818434625,2.45445345,8.8,5.272888075,660,413,13.65629189,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
72,16,6,6,61.24415282,528.1485381,4.096065758,2.816250004,2.452874748,9.1,5.269124751,672,488,5.603015643,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
71,16,6,7,56.86018632,482.332637,4.096738529,2.814034784,2.451273933,9.4,5.265308717,684,468,10.68123766,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
70,16,6,8,52.87927937,435.0478608,4.097420791,2.811788317,2.449650538,9.7,5.261438856,696,432,7.650477496,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
69,16,6,9,49.63895491,386.6014977,4.098112744,2.809509939,2.448004083,10,5.257514021,708,454,12.54179924,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
68,16,6,10,47.3158213,337.4722067,4.098814597,2.807198963,2.446334071,10.3,5.253533034,720,391,5.221336115,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
67,16,6,11,45.92557026,288.3213506,4.099526564,2.804854686,2.444639994,10.6,5.249494681,732,471,5.49152028,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
66,16,6,12,45.37054965,239.9816301,4.100248865,2.802476383,2.442921329,10.9,5.245397711,744,459,9.462953132,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
73,16,7,4,66.89630027,590.7840167,4.095268324,2.822552255,2.459013183,8.97,5.281565439,658,490,7.7001828,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
72,16,7,5,62.63594305,546.8684324,4.095929934,2.820399319,2.457468379,9.27,5.277867697,670,381,13.06514267,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
71,16,7,6,58.18674761,501.3474264,4.096600799,2.81821627,2.455901968,9.57,5.274118237,682,377,7.876443555,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
70,16,7,7,53.98649631,454.3951613,4.097281112,2.816002472,2.454313494,9.87,5.270315966,694,407,13.29718616,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
69,16,7,8,50.41835717,406.3320772,4.097971075,2.813757272,2.452702487,10.17,5.26645976,706,483,12.38102955,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
68,16,7,9,47.72127782,357.6503549,4.098670896,2.811479997,2.451068465,10.47,5.262548463,718,392,9.958972105,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
67,16,7,10,45.96572837,309.0234655,4.099380786,2.809169954,2.449410932,10.77,5.258580886,730,400,5.036367442,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
66,16,7,11,45.08820811,261.2927611,4.100100965,2.80682643,2.447729375,11.07,5.254555805,742,469,7.848857879,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
65,16,7,12,44.95019773,215.4274378,4.100831658,2.804448694,2.446023269,11.37,5.250471962,754,472,8.10720647,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
72,16,8,4,64.02842314,566.9157337,4.095794495,2.824536917,2.462049038,9.44,5.286585955,668,499,12.55902248,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
71,16,8,5,59.575984,521.7034052,4.096463459,2.822385866,2.460516842,9.74,5.282902708,680,393,12.6465546,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
70,16,8,6,55.2103747,475.0973037,4.097141833,2.820204561,2.458963097,10.04,5.279167657,692,497,8.796618395,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
69,16,8,7,51.34828029,427.4306176,4.097829815,2.817992358,2.457387343,10.34,5.275379701,704,416,9.446626392,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
68,16,8,8,48.28812095,379.2084349,4.098527612,2.815748598,2.45578911,10.64,5.271537707,716,486,10.54959972,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
67,16,8,9,46.16027574,331.1155068,4.099235434,2.813472599,2.454167913,10.94,5.267640512,728,441,9.942631926,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
66,16,8,10,44.94355865,284.0008356,4.0999535,2.811163661,2.452523255,11.24,5.263686917,740,456,7.506956193,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
65,16,8,11,44.51973872,238.8358453,4.100682034,2.808821066,2.450854622,11.54,5.259675688,752,462,14.60888814,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
64,16,8,12,44.7311346,196.6485593,4.101421266,2.80644407,2.449161486,11.84,5.255605556,764,465,14.36352122,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
71,16,9,4,61.00432689,543.4340588,4.09632651,2.826543623,2.465118614,9.91,5.291662237,678,367,10.18398811,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
70,16,9,5,56.53213562,497.1835057,4.097002952,2.824394634,2.463599405,10.21,5.287994038,690,385,12.7568561,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
69,16,9,6,52.41818187,449.9216003,4.097688961,2.822215249,2.462058708,10.51,5.284273956,702,442,6.110047232,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
68,16,9,7,49.0139075,402.1656729,4.098384743,2.820004819,2.460496064,10.81,5.280500883,714,390,7.211318592,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
67,16,9,8,46.51232518,354.6108871,4.099090507,2.817762676,2.458911,11.11,5.276673676,726,368,7.99380874,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
66,16,9,9,44.94225192,308.1128751,4.09980647,2.815488132,2.457303032,11.41,5.272791164,738,494,6.703118779,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
